reaction	reaction_type	label	raw_idx
[Cl:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]3[c:9]([n:10][cH:11][c:12]2[C:13](=[O:14])[OH:33])[n:23]([CH2:24][CH3:25])[n:26][cH:27]3)[cH:28][cH:29][c:30]1[O:31][CH3:32].[NH2:15][CH2:16][c:17]1[cH:18][cH:19][n:20][cH:21][cH:22]1>C1CCOC1.Cl.CCN=C=NCCCN(C)C.CCN(CC)CC.On1nnc2ccccc21>[Cl:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]3[c:9]([n:10][cH:11][c:12]2[C:13](=[O:14])[NH:15][CH2:16][c:17]2[cH:18][cH:19][n:20][cH:21][cH:22]2)[n:23]([CH2:24][CH3:25])[n:26][cH:27]3)[cH:28][cH:29][c:30]1[O:31][CH3:32].[OH2:33]	20	2.1.2	982
[Cl:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([OH:7])=[O:22])[cH:18][c:19]([Cl:20])[cH:21]1.[NH2:8][C@H:9]([C:10]([O:11][CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH3:17]>Cl>[Cl:1][c:2]1[cH:3][c:4]([CH2:5][C:6](=[O:7])[NH:8][CH:9]([C:10]([O:11][CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH3:17])[cH:18][c:19]([Cl:20])[cH:21]1.[OH2:22]	20	2.1.2	2303
[NH2:1][c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[cH:11][c:12]([NH:13][c:14]2[cH:15][cH:16][c:17]([O:18][c:19]3[cH:20][c:21]([C:22](=[O:23])[OH:36])[n:30][cH:31][cH:32]3)[cH:33][cH:34]2)[n:35]1.[NH:24]([CH2:25][CH2:26][O:27][CH3:28])[CH3:29]>>[NH2:1][c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[cH:11][c:12]([NH:13][c:14]2[cH:15][cH:16][c:17]([O:18][c:19]3[cH:20][c:21]([C:22](=[O:23])[N:24]([CH2:25][CH2:26][O:27][CH3:28])[CH3:29])[n:30][cH:31][cH:32]3)[cH:33][cH:34]2)[n:35]1.[OH2:36]	20	2.1.2	5149
[C:1](#[N:2])[c:3]1[cH:4][c:5]([C:6]([OH:7])=[O:33])[cH:30][cH:31][cH:32]1.[NH2:8][c:9]1[cH:10][c:11]([C:12]([NH:13][CH2:14][CH2:15][C:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)=[O:25])=[O:26])[cH:27][cH:28][cH:29]1>O=C(O)C(F)(F)F>[C:1](#[N:2])[c:3]1[cH:4][c:5]([C:6](=[O:7])[NH:8][c:9]2[cH:10][c:11]([C:12]([NH:13][CH2:14][CH2:15][C:16]([O:17][CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)=[O:25])=[O:26])[cH:27][cH:28][cH:29]2)[cH:30][cH:31][cH:32]1.[OH2:33]	20	2.1.2	6547
[N:1](=[N+:2]=[N-:3])[c:4]1[cH:5][c:6]([C:7]([OH:8])=[O:30])[cH:26][cH:27][c:28]1[CH3:29].[NH2:9][c:10]1[c:11]([CH3:12])[c:13]([NH:14][S:15](=[O:16])(=[O:17])[CH3:18])[cH:19][c:20]([C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]1>COc1c(NC(=O)c2ccc(C)c(N=[N+]=[N-])c2)cc(C(C)(C)C)cc1NS(C)(=O)=O>[N:1](=[N+:2]=[N-:3])[c:4]1[cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[c:11]([CH3:12])[c:13]([NH:14][S:15](=[O:16])(=[O:17])[CH3:18])[cH:19][c:20]([C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]2)[cH:26][cH:27][c:28]1[CH3:29].[OH2:30]	20	2.1.2	1876
[C:24]([CH3:25])(=[O:26])[O:30][C:28]([CH3:27])=[O:29].[NH2:1][c:2]1[n:3][c:4]2[s:5][c:6]3[c:7]([n:8]2[c:9](=[N:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17]1)[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23]3>c1ccncc1.CO>[CH3:27][C:28](=[O:29])[OH:30].[NH:1]([c:2]1[n:3][c:4]2[s:5][c:6]3[c:7]([n:8]2[c:9](=[N:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17]1)[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23]3)[C:24]([CH3:25])=[O:26]	21	2.1.7	46760
[C:12]([CH3:13])(=[O:14])[O:24][C:22]([CH3:21])=[O:23].[F:1][c:2]1[c:3]([O:4][c:5]2[n:6][cH:7][c:8]([CH3:9])[c:10]([NH2:11])[cH:15]2)[cH:16][cH:17][c:18]([F:19])[cH:20]1>ClCCl.[Na+].[Na+].O=C([O-])[O-]>[CH3:21][C:22](=[O:23])[OH:24].[F:1][c:2]1[c:3]([O:4][c:5]2[n:6][cH:7][c:8]([CH3:9])[c:10]([NH:11][C:12]([CH3:13])=[O:14])[cH:15]2)[cH:16][cH:17][c:18]([F:19])[cH:20]1	21	2.1.7	48795
[C:21]([CH3:22])(=[O:23])[O:27][C:25]([CH3:24])=[O:26].[NH2:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[c:11]([n:12]1)[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2>O>[CH3:24][C:25](=[O:26])[OH:27].[NH:1]([c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[c:11]([n:12]1)[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2)[C:21]([CH3:22])=[O:23]	21	2.1.7	46946
[C:5]([CH3:6])(=[O:7])[O:25][C:23]([CH3:22])=[O:24].[F:1][c:2]1[c:3]([NH2:4])[cH:8][c:9]([C:10]#[C:11][c:12]2[cH:13][n:14][cH:15][c:16]([O:17][CH3:18])[cH:19]2)[cH:20][cH:21]1>c1ccncc1>[CH3:22][C:23](=[O:24])[OH:25].[F:1][c:2]1[c:3]([NH:4][C:5]([CH3:6])=[O:7])[cH:8][c:9]([C:10]#[C:11][c:12]2[cH:13][n:14][cH:15][c:16]([O:17][CH3:18])[cH:19]2)[cH:20][cH:21]1	21	2.1.7	45412
[C:17]([CH3:18])(=[O:19])[O:30][C:28]([CH3:27])=[O:29].[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH:8]([c:9]1[c:10]([F:11])[cH:12][cH:13][cH:14][cH:15]1)[NH:16][CH2:20][c:21]1[n:22]-2[c:23]([CH3:24])[n:25][cH:26]1>c1ccncc1>[CH3:27][C:28](=[O:29])[OH:30].[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH:8]([c:9]1[c:10]([F:11])[cH:12][cH:13][cH:14][cH:15]1)[N:16]([C:17]([CH3:18])=[O:19])[CH2:20][c:21]1[n:22]-2[c:23]([CH3:24])[n:25][cH:26]1	21	2.1.7	15751
[C:12]([CH3:13])(=[O:14])[O:20][C:18]([CH3:17])=[O:19].[N:1]1([c:2]2[cH:3][c:4]([OH:5])[cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][NH:11][CH2:15][CH2:16]1>ClC(Cl)Cl.O.[Na+].Br.Br.O=C([O-])O>[CH3:17][C:18](=[O:19])[OH:20].[N:1]1([c:2]2[cH:3][c:4]([OH:5])[cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][N:11]([C:12]([CH3:13])=[O:14])[CH2:15][CH2:16]1	21	2.1.7	49320
[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[CH2:12][C:13]([c:14]2[c:15]([F:16])[cH:17][c:18]([N:19]3[C:20](=[O:21])[O:22][C@H:23]([CH2:24][NH2:25])[CH2:29]3)[cH:30][cH:31]2)([CH3:32])[CH2:33]1.[C:26]([CH3:27])(=[O:28])[O:37][C:35]([CH3:34])=[O:36]>ClCCl.c1ccncc1>[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[CH2:12][C:13]([c:14]2[c:15]([F:16])[cH:17][c:18]([N:19]3[C:20](=[O:21])[O:22][C@@H:23]([CH2:24][NH:25][C:26]([CH3:27])=[O:28])[CH2:29]3)[cH:30][cH:31]2)([CH3:32])[CH2:33]1.[CH3:34][C:35](=[O:36])[OH:37]	21	2.1.7	7535
[C:15]([CH3:16])(=[O:17])[O:24][C:22]([CH3:21])=[O:23].[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][c:9]2[c:10]([c:11]1[OH:12])[CH:13]([NH2:14])[CH2:18][CH2:19][CH2:20]2>ClC(Cl)Cl>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][c:9]2[c:10]([c:11]1[OH:12])[CH:13]([NH:14][C:15]([CH3:16])=[O:17])[CH2:18][CH2:19][CH2:20]2.[CH3:21][C:22](=[O:23])[OH:24]	21	2.1.7	48562
[Cl:1][c:2]1[cH:3][c:4]([NH2:5])[cH:17][c:18]([Cl:19])[c:20]1[O:21][c:22]1[s:23][c:24]2[c:25]([n:26]1)[cH:27][cH:28][c:29]([Cl:30])[cH:31]2.[S:6]([c:7]1[c:8]([Cl:9])[cH:10][c:11]([Cl:12])[cH:13][cH:14]1)(=[O:15])(=[O:16])[Cl:32]>c1ccncc1.O.Cl>[Cl:1][c:2]1[cH:3][c:4]([NH:5][S:6]([c:7]2[c:8]([Cl:9])[cH:10][c:11]([Cl:12])[cH:13][cH:14]2)(=[O:15])=[O:16])[cH:17][c:18]([Cl:19])[c:20]1[O:21][c:22]1[s:23][c:24]2[c:25]([n:26]1)[cH:27][cH:28][c:29]([Cl:30])[cH:31]2.[ClH:32]	22	2.2.3	22339
[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[N:7]=[C:8]([C:9](=[NH:10])[NH2:21])[CH2:22][CH:23]2[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1.[S:11]([c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1)(=[O:19])(=[O:20])[Cl:32]>CC#N.Cl.CCN(CC)CC>[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[N:7]=[C:8]([C:9]([NH:10][S:11]([c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)(=[O:19])=[O:20])=[NH:21])[CH2:22][CH:23]2[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1.[ClH:32]	22	2.2.3	19931
[NH:1]1[C:2](=[O:3])[CH2:4][NH:5][CH2:19][CH2:20]1.[S:6]([c:7]1[cH:8][c:9]2[c:10]([cH:11][cH:12]1)[cH:13][cH:14][cH:15][cH:16]2)(=[O:17])(=[O:18])[Cl:21]>CN(C)C=O.C1CCOC1.CCN(CC)CC>[ClH:21].[NH:1]1[C:2](=[O:3])[CH2:4][N:5]([S:6]([c:7]2[cH:8][c:9]3[c:10]([cH:11][cH:12]2)[cH:13][cH:14][cH:15][cH:16]3)(=[O:17])=[O:18])[CH2:19][CH2:20]1	22	2.2.3	5331
[Br:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:17])[s:16]1.[NH2:9][c:10]1[cH:11][c:12]([CH3:13])[n:14][o:15]1>>[Br:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][c:12]([CH3:13])[n:14][o:15]2)[s:16]1.[ClH:17]	22	2.2.3	8262
[NH2:1][c:2]1[c:3]([Br:4])[c:5]([CH3:6])[n:7][o:8]1.[S:9]([c:10]1[cH:11][c:12]([Br:13])[c:14]([Br:15])[s:16]1)(=[O:17])(=[O:18])[Cl:19]>>[ClH:19].[NH:1]([c:2]1[c:3]([Br:4])[c:5]([CH3:6])[n:7][o:8]1)[S:9]([c:10]1[cH:11][c:12]([Br:13])[c:14]([Br:15])[s:16]1)(=[O:17])=[O:18]	22	2.2.3	24030
[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[NH:6][C:7]1([CH2:8][N:9]2[C:10](=[O:11])[CH2:12][NH:13][CH2:25][CH2:26]2)[CH2:27][CH2:28][N:29]([c:30]2[cH:31][c:32]([CH3:33])[n:34][cH:35][cH:36]2)[CH2:37][CH2:38]1.[S:14]([c:15]1[cH:16][cH:17][c:18]([CH:19]=[CH2:20])[cH:21][cH:22]1)(=[O:23])(=[O:24])[Cl:39]>ClCCl.[Na+].[Na+].Cl.CCN(CC)CC.O=C([O-])[O-]>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[NH:6][C:7]1([CH2:8][N:9]2[C:10](=[O:11])[CH2:12][N:13]([S:14]([c:15]3[cH:16][cH:17][c:18]([CH:19]=[CH2:20])[cH:21][cH:22]3)(=[O:23])=[O:24])[CH2:25][CH2:26]2)[CH2:27][CH2:28][N:29]([c:30]2[cH:31][c:32]([CH3:33])[n:34][cH:35][cH:36]2)[CH2:37][CH2:38]1.[ClH:39]	22	2.2.3	17981
[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][NH2:8])[cH:15][cH:16]1.[S:9]([CH:10]([CH3:11])[CH3:12])(=[O:13])(=[O:14])[Cl:17]>ClCCl.CCN(CC)CC>[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][NH:8][S:9]([CH:10]([CH3:11])[CH3:12])(=[O:13])=[O:14])[cH:15][cH:16]1.[ClH:17]	22	2.2.3	17085
[NH2:1][CH2:2][CH2:3][c:4]1[n:5]([CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]2[cH:20][cH:21][c:22]([Cl:23])[cH:24][c:25]2[c:26]1[CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][c:33]([C:34](=[O:35])[OH:36])[cH:37][cH:38]1.[S:39]([CH2:40][c:41]1[cH:42][c:43]([Cl:44])[c:45]([Cl:46])[cH:47][cH:48]1)(=[O:49])(=[O:50])[Cl:51]>O.ClCCl.C[Si](C)(C)N(C(=O)C(F)(F)F)[Si](C)(C)C.c1ccncc1>[ClH:51].[NH:1]([CH2:2][CH2:3][c:4]1[n:5]([CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]2[cH:20][cH:21][c:22]([Cl:23])[cH:24][c:25]2[c:26]1[CH2:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][c:33]([C:34](=[O:35])[OH:36])[cH:37][cH:38]1)[S:39]([CH2:40][c:41]1[cH:42][c:43]([Cl:44])[c:45]([Cl:46])[cH:47][cH:48]1)(=[O:49])=[O:50]	22	2.2.3	1333
[C:11](=[O:12])=[N:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1.[NH2:1][c:2]1[s:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([NH2:10])[cH:20][cH:21]2)[c:22]1[C:23](=[O:24])[NH2:25]>CO.CCN(CC)CC.C1CCOC1>[NH2:1][c:2]1[s:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([NH:10][C:11](=[O:12])[NH:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[c:22]1[C:23](=[O:24])[NH2:25]	23	2.3.1	8839
[CH3:1][N:2]=[C:3]=[O:4].[NH2:5][CH:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1>CCOCC>[CH3:1][NH:2][C:3](=[O:4])[NH:5][CH:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1	23	2.3.1	38378
[C:27](=[N:28][CH2:29][CH3:30])=[O:31].[NH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][CH2:10][c:11]1[c:12]-2[s:13][c:14]([C:15](=[O:16])[N:17]([CH3:18])[c:19]2[c:20]([Cl:21])[cH:22][cH:23][cH:24][cH:25]2)[cH:26]1>C1CCOC1.[NH4+].[Cl-].Cl.CCN(C(C)C)C(C)C>[NH:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][CH2:10][c:11]1[c:12]-2[s:13][c:14]([C:15](=[O:16])[N:17]([CH3:18])[c:19]2[c:20]([Cl:21])[cH:22][cH:23][cH:24][cH:25]2)[cH:26]1)[C:27]([NH:28][CH2:29][CH3:30])=[O:31]	23	2.3.1	21988
[Cl:1][CH2:2][CH2:3][N:4]=[C:5]=[O:6].[NH2:7][c:8]1[cH:9][c:10]2[c:11]([cH:12][cH:13]1)[cH:14][cH:15][cH:16][cH:17]2>Cc1ccccc1>[Cl:1][CH2:2][CH2:3][NH:4][C:5](=[O:6])[NH:7][c:8]1[cH:9][c:10]2[c:11]([cH:12][cH:13]1)[cH:14][cH:15][cH:16][cH:17]2	23	2.3.1	41862
[C:9](=[N:10][CH2:11][CH3:12])=[O:13].[NH2:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1>C1CCOC1.[K+].[K+].O=C([O-])[O-]>[NH:1]([c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1)[C:9]([NH:10][CH2:11][CH3:12])=[O:13]	23	2.3.1	2821
[Br:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([nH:7][c:8]2[cH:9][cH:10]1)[CH:11]([NH2:12])[CH2:22][CH2:23][CH2:24]3.[C:13](=[O:14])=[N:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>ClCCl>[Br:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([nH:7][c:8]2[cH:9][cH:10]1)[CH:11]([NH:12][C:13](=[O:14])[NH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[CH2:22][CH2:23][CH2:24]3	23	2.3.1	4185
[C:5](=[N:6][c:7]1[c:8]([Cl:9])[c:10]2[c:11]([cH:12][cH:13]1)[N:14]([CH3:15])[C:16](=[O:17])[C@H:18]([CH3:19])[N:20]=[C:21]2[c:22]1[c:23]([F:24])[cH:25][cH:26][cH:27][cH:28]1)=[O:29].[N:1]1=[C:40]([c:41]2[cH:42][cH:43][cH:44][cH:45][c:46]2[F:47])[c:39]2[c:32]([cH:33][cH:34][c:35]([NH2:36])[c:37]2[Cl:38])[N:31]([CH3:30])[C:3](=[O:4])[C@@H:2]1[CH3:48]>CCN(CC)CC.ClCCCl.NCCO.O=C(Cl)Cl>[CH3:30][NH:31][c:32]1[cH:33][cH:34][c:35]([NH2:36])[c:37]([Cl:38])[c:39]1[CH2:40][c:41]1[cH:42][cH:43][cH:44][cH:45][c:46]1[F:47].[CH4:48].[NH:1]([CH2:2][CH2:3][OH:4])[C:5]([NH:6][c:7]1[c:8]([Cl:9])[c:10]2[c:11]([cH:12][cH:13]1)[N:14]([CH3:15])[C:16](=[O:17])[C@H:18]([CH3:19])[N:20]=[C:21]2[c:22]1[c:23]([F:24])[cH:25][cH:26][cH:27][cH:28]1)=[O:29]	23	2.3.1	36478
[C:12](=[N:13][S:14]([c:15]1[c:16]([C:17]([O:18][CH3:19])=[O:20])[cH:21][cH:22][cH:23][cH:24]1)(=[O:25])=[O:26])=[O:27].[NH2:1][c:2]1[n:3][c:4]([O:5][CH3:6])[cH:7][c:8]([O:9][CH3:10])[n:11]1>O.[OH-].[Na+].ClCCl>[NH:1]([c:2]1[n:3][c:4]([O:5][CH3:6])[cH:7][c:8]([O:9][CH3:10])[n:11]1)[C:12]([NH:13][S:14]([c:15]1[c:16]([C:17]([O:18][CH3:19])=[O:20])[cH:21][cH:22][cH:23][cH:24]1)(=[O:25])=[O:26])=[O:27]	23	2.3.1	11144
[C:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)(=[O:16])[Cl:18].[CH3:1][c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([OH:8])[cH:17]1>>[CH3:1][c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([O:8][C:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)=[O:16])[cH:17]1.[ClH:18]	24	2.6.1	26962
[C:24]([c:25]1[c:26]([CH3:27])[o:28][n:29][c:30]1-[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)(=[O:37])[Cl:38].[OH:1][CH2:2][CH2:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH:9]([c:10]2[cH:11][c:12]([NH:13][C:14]([CH:15]([CH3:16])[CH3:17])=[O:18])[cH:19][cH:20][cH:21]2)[CH2:22][CH2:23]1>>[ClH:38].[O:1]([CH2:2][CH2:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH:9]([c:10]2[cH:11][c:12]([NH:13][C:14]([CH:15]([CH3:16])[CH3:17])=[O:18])[cH:19][cH:20][cH:21]2)[CH2:22][CH2:23]1)[C:24]([c:25]1[c:26]([CH3:27])[o:28][n:29][c:30]1-[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:37]	24	2.6.1	25704
[CH3:1][C:2](=[O:3])[Cl:33].[OH:4][CH2:5][CH2:6][c:7]1[n:8]2[c:9]([n:10][cH:11]1)[C@H:12]([NH:13][C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22][C@@H:23]([c:24]1[c:25]([F:26])[c:27]([F:28])[cH:29][cH:30][cH:31]1)[CH2:32]2>ClCCl.[Na+].CCN(CC)CC.O=C([O-])O>[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][c:7]1[n:8]2[c:9]([n:10][cH:11]1)[C@H:12]([NH:13][C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22][C@@H:23]([c:24]1[c:25]([F:26])[c:27]([F:28])[cH:29][cH:30][cH:31]1)[CH2:32]2.[ClH:33]	24	2.6.1	28550
[C:12]([CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])(=[O:20])[Cl:21].[OH:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([C:7]#[N:8])[cH:9][c:10]1[Br:11]>[Cl-].CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Cc1ccccc1.O.[Na+].[Cl-]>[ClH:21].[O:1]([c:2]1[c:3]([Br:4])[cH:5][c:6]([C:7]#[N:8])[cH:9][c:10]1[Br:11])[C:12]([CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])=[O:20]	24	2.6.1	14742
[C:1](#[N:2])[C:3]([CH3:4])([CH3:5])[S:6][N:7]([C:8](=[O:9])[F:20])[CH3:19].[OH:10][c:11]1[cH:12][n:13][n:14]([CH:15]([CH3:16])[CH3:17])[cH:18]1>Cc1ccccc1.CCN(CC)CC>[C:1](#[N:2])[C:3]([CH3:4])([CH3:5])[S:6][N:7]([C:8](=[O:9])[O:10][c:11]1[cH:12][n:13][n:14]([CH:15]([CH3:16])[CH3:17])[cH:18]1)[CH3:19].[FH:20]	24	2.6.1	41954
[C:1](=[O:2])([O:3][CH2:4][CH3:5])[Cl:15].[OH:6][c:7]1[c:8]([F:9])[c:10]([F:11])[cH:12][cH:13][cH:14]1>CCOC(C)=O.Cl.CCN(CC)CC>[C:1](=[O:2])([O:3][CH2:4][CH3:5])[O:6][c:7]1[c:8]([F:9])[c:10]([F:11])[cH:12][cH:13][cH:14]1.[ClH:15]	24	2.6.1	41531
[C:8]([C:9]([CH3:10])([CH3:11])[CH3:12])(=[O:13])[Cl:17].[CH:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([OH:7])[cH:14][c:15]1[OH:16]>ClCCl.CCN(CC)CC>[CH:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([O:7][C:8]([C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[cH:14][c:15]1[OH:16].[ClH:17]	24	2.6.1	35258
[C:10]([c:11]1[cH:12][cH:13][c:14]([NH:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH3:31])[cH:32][cH:33]1)(=[O:34])[Cl:35].[OH:1][CH:2]([CH3:3])[CH:4]([CH:5]([CH3:6])[OH:7])[CH2:8][OH:9]>O.COCCOC.CN(C)c1ccncc1.ClC(Cl)Cl.[H-].[Na+].Cl.[H][H].ClCc1ccccc1>[ClH:35].[O:1]([CH:2]([CH3:3])[CH:4]([CH:5]([CH3:6])[OH:7])[CH2:8][OH:9])[C:10]([c:11]1[cH:12][cH:13][c:14]([NH:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH3:31])[cH:32][cH:33]1)=[O:34]	24	2.6.1	7414
[CH3:17][CH2:18][OH:32].[NH2:1][CH:2]1[CH:3]([N:4]2[C:5](=[O:6])[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH:13]([C:14](=[O:15])[OH:16])[CH:19]2[c:20]2[c:21]([Cl:22])[cH:23][c:24]([Cl:25])[cH:26][cH:27]2)[CH2:28][CH2:29][CH2:30][CH2:31]1>O.CCOC(C)=O.O=S(=O)(O)O>[NH2:1][CH:2]1[CH:3]([N:4]2[C:5](=[O:6])[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[CH:19]2[c:20]2[c:21]([Cl:22])[cH:23][c:24]([Cl:25])[cH:26][cH:27]2)[CH2:28][CH2:29][CH2:30][CH2:31]1.[OH2:32]	25	2.6.3	36107
[CH2:14]([CH2:15][OH:16])[OH:23].[F:1][C:2]([c:3]1[cH:4][c:5](-[c:6]2[n:7][n:8][n:9][n:10]2[CH2:11][C:12](=[O:13])[OH:17])[cH:18][cH:19][cH:20]1)([F:21])[F:22]>O=S(=O)(O)O>[F:1][C:2]([c:3]1[cH:4][c:5](-[c:6]2[n:7][n:8][n:9][n:10]2[CH2:11][C:12]([O:13][CH2:14][CH2:15][OH:16])=[O:17])[cH:18][cH:19][cH:20]1)([F:21])[F:22].[OH2:23]	25	2.6.3	28766
[CH3:11][OH:12].[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[OH:10]>O.O=S(=O)(O)O>[O:1]([C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[OH:10])[CH3:11].[OH2:12]	25	2.6.3	30075
[CH3:1][c:2]1[c:3]([C:4](=[O:5])[OH:8])[cH:9][c:10]2[c:11]([cH:12]1)[NH:13][C:14](=[O:15])[CH2:16][CH2:17]2.[CH3:6][CH2:7][OH:18]>O=S(=O)(O)O>[CH3:1][c:2]1[c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[cH:9][c:10]2[c:11]([cH:12]1)[NH:13][C:14](=[O:15])[CH2:16][CH2:17]2.[OH2:18]	25	2.6.3	38362
