reaction	reaction_type	raw_id	original_reaction_type
[CH3:1][N:2]([c:3]1[c:4]([CH2:5][O:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][C:15](=[O:16])[O:17][CH2:26][CH3:25])[cH:18][cH:19]2)[cH:20][n:21][cH:22][cH:23]1)[CH3:24]>O.[OH-].[Na+].CO.Cl>[CH3:1][N:2]([c:3]1[c:4]([CH2:5][O:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][C:15](=[O:16])[OH:17])[cH:18][cH:19]2)[cH:20][n:21][cH:22][cH:23]1)[CH3:24].[CH3:25][CH3:26]	5	11537	7
[O:1]([C:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([NH:8][CH2:9][c:10]2[c:11]([O:12][CH3:13])[cH:14][cH:15][cH:16][cH:17]2)[cH:18][cH:19]1)=[O:20])[CH2:22][CH3:21]>CO.[OH-].[Li+].Cl>[CH3:21][CH3:22].[O:1]=[C:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([NH:8][CH2:9][c:10]2[c:11]([O:12][CH3:13])[cH:14][cH:15][cH:16][cH:17]2)[cH:18][cH:19]1)[OH:20]	5	340257	7
[C:16]([CH2:17][CH3:18])(=[O:19])[Cl:20].[NH2:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([C:10]#[N:11])[n:12]2[CH3:13])[cH:14][cH:15]1>>[ClH:20].[NH:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([C:10]#[N:11])[n:12]2[CH3:13])[cH:14][cH:15]1)[C:16]([CH2:17][CH3:18])=[O:19]	6	74153	9
[C:29]([CH2:30][c:31]1[s:32][cH:33][cH:34][cH:35]1)(=[O:36])[Cl:37].[NH2:1][c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]3[cH:8][cH:9][nH:10][c:11]3[cH:12]2)[c:13]2[c:14]([cH:15][cH:16]1)[NH:17][C:18](=[O:19])/[C:20]2=[CH:21]\[c:22]1[nH:23][cH:24][cH:25][c:26]1[O:27][CH3:28]>O1CCCC1.O.O=C([O-])O.[Na+]>[ClH:37].[NH:1]([c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]3[cH:8][cH:9][nH:10][c:11]3[cH:12]2)[c:13]2[c:14]([cH:15][cH:16]1)[NH:17][C:18](=[O:19])/[C:20]2=[CH:21]\[c:22]1[nH:23][cH:24][cH:25][c:26]1[O:27][CH3:28])[C:29]([CH2:30][c:31]1[s:32][cH:33][cH:34][cH:35]1)=[O:36]	6	53300	9
[C:1]12([CH2:2][C:3](=[O:4])[Cl:24])[CH2:15][CH:16]3[CH2:17][CH:18]([CH2:19][CH:20]([CH2:21]1)[CH2:22]3)[CH2:23]2.[NH2:5][c:6]1[cH:7][c:8]2[cH:9][n:10][nH:11][c:12]2[cH:13][cH:14]1>>[C:1]12([CH2:2][C:3](=[O:4])[NH:5][c:6]3[cH:7][c:8]4[cH:9][n:10][nH:11][c:12]4[cH:13][cH:14]3)[CH2:15][CH:16]3[CH2:17][CH:18]([CH2:19][CH:20]([CH2:21]1)[CH2:22]3)[CH2:23]2.[ClH:24]	6	42767	9
[C:10]([CH:11]([CH3:12])[CH3:13])(=[O:14])[Cl:22].[c:1]1(-[c:2]2[o:3][c:4]3[c:5]([cH:6]2)[cH:7][c:8]([NH2:9])[cH:15][cH:16]3)[cH:17][cH:18][cH:19][cH:20][cH:21]1>N1C=CC=CC=1.CCOC(C)=O>[ClH:22].[c:1]1(-[c:2]2[o:3][c:4]3[c:5]([cH:6]2)[cH:7][c:8]([NH:9][C:10]([CH:11]([CH3:12])[CH3:13])=[O:14])[cH:15][cH:16]3)[cH:17][cH:18][cH:19][cH:20][cH:21]1	6	187539	9
[C:1]([CH2:2][CH2:3][CH3:4])(=[O:5])[NH:6][c:7]1[c:8]([CH3:9])[cH:10][c:11]([C:16]([O:15][CH3:14])=[O:17])[cH:12][cH:13]1>Cc1ccccc1N.CCCC(=O)Cl>[C:1]([CH2:2][CH2:3][CH3:4])(=[O:5])[NH:6][c:7]1[c:8]([CH3:9])[cH:10][cH:11][cH:12][cH:13]1.[CH3:14][O:15][CH:16]=[O:17]	6	222240	9
[C:30]([CH3:31])(=[O:32])[Cl:33].[NH2:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][c:11]([C:12]([CH3:13])([CH3:14])[OH:15])[n:16][n:17]3-[c:18]3[c:19]([Cl:20])[cH:21][cH:22][cH:23][cH:24]3)[cH:25][cH:26]2)[cH:27][cH:28][cH:29]1>C(#N)C.CCN(CC)CC>[ClH:33].[NH:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][c:11]([C:12]([CH3:13])([CH3:14])[OH:15])[n:16][n:17]3-[c:18]3[c:19]([Cl:20])[cH:21][cH:22][cH:23][cH:24]3)[cH:25][cH:26]2)[cH:27][cH:28][cH:29]1)[C:30]([CH3:31])=[O:32]	6	354504	9
[Cl:1][CH2:2][C:3](=[O:4])[Cl:17].[NH2:5][c:6]1[c:7]([OH:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15][cH:16]1>O1CCOCC1.Cl.O=C([O-])[O-].[Ca+2]>[Cl:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[c:7]([OH:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15][cH:16]1.[ClH:17]	6	359871	9
[C:12]([CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])(=[O:20])[Cl:21].[NH2:1][c:2]1[cH:3][c:4]2[c:5]([n:6][c:7]([SH:8])[nH:9]2)[cH:10][cH:11]1>CC(N(C)C)=O.C(#N)C.O>[ClH:21].[NH:1]([c:2]1[cH:3][c:4]2[c:5]([n:6][c:7]([SH:8])[nH:9]2)[cH:10][cH:11]1)[C:12]([CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])=[O:20]	6	80193	9
[C:7]([c:8]1[cH:9][cH:10][c:11]([NH:12][C:13]([CH3:14])=[O:15])[cH:16][cH:17]1)(=[O:18])[Cl:30].[o:1]1[c:2](-[c:3]2[cH:4][c:5]([NH2:6])[c:19]([NH2:20])[cH:21][cH:22]2)[n:23][c:24]2[c:25]1[cH:26][cH:27][cH:28][cH:29]2>C(#N)C.N1C=CC=CC=1.CCOC(C)=O>[ClH:30].[o:1]1[c:2](-[c:3]2[cH:4][c:5]([NH:6][C:7]([c:8]3[cH:9][cH:10][c:11]([NH:12][C:13]([CH3:14])=[O:15])[cH:16][cH:17]3)=[O:18])[c:19]([NH2:20])[cH:21][cH:22]2)[n:23][c:24]2[c:25]1[cH:26][cH:27][cH:28][cH:29]2	7	9484	11
[C:9]([c:10]1[cH:11][cH:12][c:13]([I:14])[cH:15][cH:16]1)(=[O:17])[Cl:18].[NH2:1][c:2]1[c:3]([OH:4])[cH:5][cH:6][cH:7][cH:8]1>O.CCN(CC)CC.C1CCOC1>[ClH:18].[NH:1]([c:2]1[c:3]([OH:4])[cH:5][cH:6][cH:7][cH:8]1)[C:9]([c:10]1[cH:11][cH:12][c:13]([I:14])[cH:15][cH:16]1)=[O:17]	7	272421	11
[C:21]([c:22]1[cH:23][cH:24][n:25][cH:26][cH:27]1)(=[O:28])[Cl:29].[NH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([CH2:9][CH2:10][CH2:11][S:12][CH:13]1[CH2:14][CH2:15]1)[C:16](=[O:17])[C:18]2([CH3:19])[CH3:20]>ClCCl.CCN(C(C)C)C(C)C>[ClH:29].[NH:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([CH2:9][CH2:10][CH2:11][S:12][CH:13]1[CH2:14][CH2:15]1)[C:16](=[O:17])[C:18]2([CH3:19])[CH3:20])[C:21]([c:22]1[cH:23][cH:24][n:25][cH:26][cH:27]1)=[O:28]	7	171897	11
[C:11]([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)(=[O:18])[Cl:20].[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][cH:7][cH:8][c:9]([NH2:10])[cH:19]1>N1C=CC=CC=1.CN(C)c1ccccn1>[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][cH:7][cH:8][c:9]([NH:10][C:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)=[O:18])[cH:19]1.[ClH:20]	7	170280	11
[C:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)(=[O:16])[Cl:24].[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][c:7]([NH2:8])[cH:17][c:18]2[C:19]([CH3:20])([CH3:21])[CH2:22][CH2:23]1>N1C=CC=CC=1.O1CCCC1>[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][c:7]([NH:8][C:9]([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)=[O:16])[cH:17][c:18]2[C:19]([CH3:20])([CH3:21])[CH2:22][CH2:23]1.[ClH:24]	7	150018	11
[C:9]([c:10]1[c:11]([CH3:12])[cH:13][cH:14][c:15]([NH:16][C:17]([c:18]2[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24][cH:25]2)=[O:26])[cH:27]1)(=[O:28])[Cl:31].[CH2:1]([CH2:2][CH3:3])[c:4]1[cH:5][cH:6][c:7]([NH2:8])[cH:29][cH:30]1>C(Cl)Cl.CCN(CC)CC>[CH2:1]([CH2:2][CH3:3])[c:4]1[cH:5][cH:6][c:7]([NH:8][C:9]([c:10]2[c:11]([CH3:12])[cH:13][cH:14][c:15]([NH:16][C:17]([c:18]3[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24][cH:25]3)=[O:26])[cH:27]2)=[O:28])[cH:29][cH:30]1.[ClH:31]	7	46387	11
[NH2:9][c:10]1[cH:11][c:12]([F:13])[c:14]([N:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[cH:21][cH:22]1.[n:1]1[c:2](-[c:3]2[cH:4][cH:5][c:6]([C:7](=[O:8])[Cl:29])[cH:23][cH:24]2)[cH:25][cH:26][cH:27][cH:28]1>O1CCCC1.CCN(C(C)C)C(C)C>[ClH:29].[n:1]1[c:2](-[c:3]2[cH:4][cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]3[cH:11][c:12]([F:13])[c:14]([N:15]4[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]4)[cH:21][cH:22]3)[cH:23][cH:24]2)[cH:25][cH:26][cH:27][cH:28]1	7	121222	11
[C:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)(=[O:25])[Cl:32].[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[c:9]([CH3:10])[o:11][c:12]3[c:13]2[c:14]([CH3:15])[c:16]([NH2:17])[c:26]([CH3:27])[c:28]3[CH3:29])[cH:30][cH:31]1>C(OCC)(=O)C>[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[c:9]([CH3:10])[o:11][c:12]3[c:13]2[c:14]([CH3:15])[c:16]([NH:17][C:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)=[O:25])[c:26]([CH3:27])[c:28]3[CH3:29])[cH:30][cH:31]1.[ClH:32]	7	362030	11
[Br:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[OH:10])[cH:12][cH:13]1.[C:11](=[O:14])([O-:15])[OH:16]>CO.C1(C)C=CC=CC=1.O.O=S(Cl)Cl.[Na+]>[Br:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8](=[O:9])[O:10][CH3:11])[cH:12][cH:13]1.[OH-:15].[OH2:14].[OH2:16]	8	362697	17
[CH3:8][OH:13].[NH2:1][c:2]1[cH:3][c:4]([CH2:5][C:6](=[O:7])[OH:9])[cH:10][cH:11][cH:12]1>>[NH2:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11][cH:12]1.[OH2:13]	8	135395	17
[CH2:6]([CH2:7][CH2:8][CH3:9])[OH:12].[CH:1]1([CH2:2][C:3](=[O:4])[OH:5])[CH2:10][CH2:11]1>CCOCC.O=S(Cl)Cl.CCN(CC)CC>[CH:1]1([CH2:2][C:3](=[O:4])[O:5][CH2:6][CH2:7][CH2:8][CH3:9])[CH2:10][CH2:11]1.[OH2:12]	8	387150	17
[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][CH2:8][C:9](=[O:10])[OH:11])[cH:13][cH:14]1.[CH3:12][OH:15]>O=S(=O)(O)O.O>[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][CH2:8][C:9](=[O:10])[O:11][CH3:12])[cH:13][cH:14]1.[OH2:15]	8	47312	17
[CH2:10]([CH3:11])[OH:15].[OH:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][C:7](=[O:8])[OH:9])[cH:12][cH:13][cH:14]1>O=S(=O)(O)O.O=C([O-])[O-].[Na+].[Na+]>[OH2:15].[OH:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][C:7](=[O:8])[O:9][CH2:10][CH3:11])[cH:12][cH:13][cH:14]1	8	37952	17
[CH2:18]([CH3:19])[OH:24].[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][c:8]3[c:9]([n:10][cH:11][cH:12][cH:13]3)[n:14]2[C@H:15]([C:16](=[O:17])[OH:20])[CH3:21])[cH:22][cH:23]1>S(=O)(=O)(O)O>[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][c:8]3[c:9]([n:10][cH:11][cH:12][cH:13]3)[n:14]2[C@H:15]([C:16]([O:17][CH2:18][CH3:19])=[O:20])[CH3:21])[cH:22][cH:23]1.[OH2:24]	8	211023	17
[Cl:1][c:2]1[c:3]([CH2:4][C:5](=[O:6])[OH:9])[n:10][cH:11][cH:12][n:13]1.[cH:7]1[cH:8][n:21]([C:15](=[O:14])[n:16]2[cH:17][cH:18][n:19][cH:20]2)[cH:22][n:23]1>CN(C)C=O.CCO>[Cl:1][c:2]1[c:3]([CH2:4][C:5]([O:6][CH2:7][CH3:8])=[O:9])[n:10][cH:11][cH:12][n:13]1.[O:14]=[C:15]([n:16]1[cH:17][cH:18][n:19][cH:20]1)[N:21]:[CH:22]:[NH:23]	8	114066	17
[CH2:25]([CH3:26])[OH:36].[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][O:16][c:17]3[cH:18][cH:19][c:20]([CH2:21][C@@H:22]([C:23](=[O:24])[OH:27])[O:28][CH3:29])[cH:30][cH:31]3)[cH:32][cH:33]2)[cH:34][cH:35]1>O=S(=O)(O)O>[OH2:36].[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][O:16][c:17]3[cH:18][cH:19][c:20]([CH2:21][C@@H:22]([C:23]([O:24][CH2:25][CH3:26])=[O:27])[O:28][CH3:29])[cH:30][cH:31]3)[cH:32][cH:33]2)[cH:34][cH:35]1	8	1103	17
[CH2:1]([CH3:2])[c:3]1[cH:4][cH:5][c:9]([NH2:10])[cH:11][cH:12]1.[N+:6](=[O:7])([OH:8])[O-:13]>C(OC(=O)C)(=O)C>[CH2:1]([CH3:2])[c:3]1[cH:4][c:5]([N+:6](=[O:7])[O-:8])[c:9]([NH2:10])[cH:11][cH:12]1.[OH-:13]	9	113760	21
[F:1][C:2]([C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:11][cH:12][cH:13]1)([F:14])[F:15].[N+:8](=[O:9])([OH:10])[O-:16]>S(=O)(=O)(O)O.[OH-].[Na+]>[F:1][C:2]([C:3](=[O:4])[c:5]1[cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][cH:12][cH:13]1)([F:14])[F:15].[OH-:16]	9	319071	21
[F:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]2)[cH:15][cH:16][c:20]1[NH2:21].[N+:17](=[O:18])([OH:19])[O-:22]>S(=O)(=O)(O)O>[F:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14]2)[cH:15][c:16]([N+:17](=[O:18])[O-:19])[c:20]1[NH2:21].[OH-:22]	9	17523	21
[Br:1][c:2]1[c:3]([N+:4](=[O:5])[O-:6])[cH:7][c:11]([O:12][CH3:13])[cH:14][cH:15]1.[N+:8](=[O:9])([OH:10])[O-:16]>O=S(=O)(O)O>[Br:1][c:2]1[c:3]([N+:4](=[O:5])[O-:6])[c:7]([N+:8](=[O:9])[O-:10])[c:11]([O:12][CH3:13])[cH:14][cH:15]1.[OH-:16]	9	335031	21
[CH2:1]([CH2:2][CH3:3])[c:4]1[cH:5][cH:6][c:10]([OH:11])[cH:12][cH:13]1.[N+:7](=[O:8])([OH:9])[O-:14]>O>[CH2:1]([CH2:2][CH3:3])[c:4]1[cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10]([OH:11])[cH:12][cH:13]1.[OH-:14]	9	251377	21
[F:1][C:2]([O:3][c:4]1[cH:5][cH:9][c:10]([C:11](=[O:12])[OH:13])[cH:14][cH:15]1)([F:16])[F:17].[N+:6](=[O:7])([OH:8])[O-:18]>S(=O)(=O)(O)O>[F:1][C:2]([O:3][c:4]1[c:5]([N+:6](=[O:7])[O-:8])[cH:9][c:10]([C:11](=[O:12])[OH:13])[cH:14][cH:15]1)([F:16])[F:17].[OH-:18]	9	223793	21
[N+:1](=[O:2])([O-:3])[OH:13].[cH:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[O:10][CH2:11][O:12]2>O>[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[O:10][CH2:11][O:12]2.[OH2:13]	9	8105	21
[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:9][c:10]([C:11](=[O:12])[OH:13])[cH:14][cH:15]1.[N+:6](=[O:7])([OH:8])[O-:16]>OS(O)(=O)=O.O=S(=O)(O)O>[CH:1]([CH3:2])([CH3:3])[c:4]1[c:5]([N+:6](=[O:7])[O-:8])[cH:9][c:10]([C:11](=[O:12])[OH:13])[cH:14][cH:15]1.[OH-:16]	9	252869	21
[F:1][C:2]([c:3]1[cH:4][cH:5][c:6]([O:7][CH2:31][c:30]2[cH:29][cH:28][cH:27][cH:33][cH:32]2)[c:8](-[c:9]2[n:10](-[c:11]3[cH:12][cH:13][cH:14][c:15]([C:16](=[O:17])[OH:18])[n:19]3)[c:20]([CH3:21])[cH:22][cH:23]2)[cH:24]1)([F:25])[F:26]>C(O)C.[Pd].O=C[O-].[NH4+]>[F:1][C:2]([c:3]1[cH:4][cH:5][c:6]([OH:7])[c:8](-[c:9]2[n:10](-[c:11]3[cH:12][cH:13][cH:14][c:15]([C:16](=[O:17])[OH:18])[n:19]3)[c:20]([CH3:21])[cH:22][cH:23]2)[cH:24]1)([F:25])[F:26].[cH:27]1[cH:28][cH:29][c:30]([CH3:31])[cH:32][cH:33]1	10	6615	23
[CH3:1][S:2](=[O:3])(=[O:4])[N:5]([CH2:6][CH2:7][CH2:8][NH2:9])[c:10]1[cH:11][c:12]([F:13])[c:14]([O:15][c:16]2[c:17]([O:18][CH2:31][c:30]3[cH:29][cH:28][cH:27][cH:33][cH:32]3)[cH:19][c:20]([CH2:21][CH3:22])[cH:23][cH:24]2)[cH:25][cH:26]1>CO.C1CCOC1>[CH3:1][S:2](=[O:3])(=[O:4])[N:5]([CH2:6][CH2:7][CH2:8][NH2:9])[c:10]1[cH:11][c:12]([F:13])[c:14]([O:15][c:16]2[c:17]([OH:18])[cH:19][c:20]([CH2:21][CH3:22])[cH:23][cH:24]2)[cH:25][cH:26]1.[cH:27]1[cH:28][cH:29][c:30]([CH3:31])[cH:32][cH:33]1	10	92934	23
[O:1]([c:2]1[cH:3][c:4]2[c:5]3[c:6]([cH:7][n:8][c:9]2[cH:10][cH:11]1)[n:12][c:13]([CH2:14][CH2:15][CH2:16][CH3:17])[n:18]3[CH3:19])[CH2:24][c:23]1[cH:22][cH:21][cH:20][cH:26][cH:25]1>CCCc1nc2c(N)nc3cc(OCc4ccccc4)ccc3c2n1CC(C)C>[OH:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([cH:7][n:8][c:9]2[cH:10][cH:11]1)[n:12][c:13]([CH2:14][CH2:15][CH2:16][CH3:17])[n:18]3[CH3:19].[cH:20]1[cH:21][cH:22][c:23]([CH3:24])[cH:25][cH:26]1	10	36953	23
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[C@@H:8]([C@@H:9]([CH2:10][N:11]([O:12][CH:13]([CH2:14][CH3:15])[CH2:16][CH3:17])[S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([O:25][CH2:45][c:44]2[cH:43][cH:42][cH:41][cH:47][cH:46]2)[cH:26][cH:27]1)[OH:28])[NH:29][C:30]([O:31][C@H:32]1[CH2:33][O:34][C@H:35]2[O:36][CH2:37][CH2:38][C@@H:39]12)=[O:40]>[Pd].C(OCC)(=O)C.CCO>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[C@@H:8]([C@@H:9]([CH2:10][N:11]([O:12][CH:13]([CH2:14][CH3:15])[CH2:16][CH3:17])[S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([OH:25])[cH:26][cH:27]1)[OH:28])[NH:29][C:30]([O:31][C@H:32]1[CH2:33][O:34][C@H:35]2[O:36][CH2:37][CH2:38][C@@H:39]12)=[O:40].[cH:41]1[cH:42][cH:43][c:44]([CH3:45])[cH:46][cH:47]1	10	24001	23
[O:1]([c:2]1[cH:3][c:4]([CH2:5][C@H:6]2[CH:7]=[CH:8][c:9]3[c:10]([cH:11][cH:12][cH:13][cH:14]3)[C:15](=[O:16])[NH:17]2)[cH:18][cH:19][c:20]1[N:21]1[S:22](=[O:23])(=[O:24])[NH:25][C:26](=[O:27])[CH2:28]1)[CH2:33][c:32]1[cH:31][cH:30][cH:29][cH:35][cH:34]1>C(Cl)Cl.BrB(Br)Br>[OH:1][c:2]1[cH:3][c:4]([CH2:5][C@H:6]2[CH:7]=[CH:8][c:9]3[c:10]([cH:11][cH:12][cH:13][cH:14]3)[C:15](=[O:16])[NH:17]2)[cH:18][cH:19][c:20]1[N:21]1[S:22](=[O:23])(=[O:24])[NH:25][C:26](=[O:27])[CH2:28]1.[cH:29]1[cH:30][cH:31][c:32]([CH3:33])[cH:34][cH:35]1	10	61744	23
[O:1]([c:2]1[cH:3][c:4]([CH2:5][C:6]2([CH3:7])[N:8]([CH3:9])[C:10](=[O:11])/[C:12](=[CH:13]/[c:14]3[c:15]([C:16]#[N:17])[n:18][cH:19][cH:20][cH:21]3)[N:22]([CH3:23])[C:24]2=[O:25])[cH:26][cH:27][cH:28]1)[CH2:33][c:32]1[cH:31][cH:30][cH:29][cH:35][cH:34]1>C(Cl)Cl.O>[OH:1][c:2]1[cH:3][c:4]([CH2:5][C:6]2([CH3:7])[N:8]([CH3:9])[C:10](=[O:11])[C:12](=[CH:13][c:14]3[c:15]([C:16]#[N:17])[n:18][cH:19][cH:20][cH:21]3)[N:22]([CH3:23])[C:24]2=[O:25])[cH:26][cH:27][cH:28]1.[cH:29]1[cH:30][cH:31][c:32]([CH3:33])[cH:34][cH:35]1	10	334825	23
[O:1]([c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([C:11](=[O:12])[NH:13][CH2:14][C:15]([N:16]3[CH2:17][CH2:18][N:19]([C:20]([c:21]4[c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][cH:28][cH:29][cH:30]4)=[O:31])[CH2:32][CH2:33]3)=[O:34])[cH:35][cH:36]2)[cH:37][cH:38]1)[CH2:43][c:42]1[cH:41][cH:40][cH:39][cH:45][cH:44]1>[Pd].CO.CCCCCC>[OH:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([C:11](=[O:12])[NH:13][CH2:14][C:15]([N:16]3[CH2:17][CH2:18][N:19]([C:20]([c:21]4[c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][cH:28][cH:29][cH:30]4)=[O:31])[CH2:32][CH2:33]3)=[O:34])[cH:35][cH:36]2)[cH:37][cH:38]1.[cH:39]1[cH:40][cH:41][c:42]([CH3:43])[cH:44][cH:45]1	10	27541	23
[CH2:1]([CH3:2])[NH:3][C:4](=[O:5])[c:6]1[n:7][o:8][c:9](-[c:10]2[c:11]([O:12][CH2:36][c:35]3[cH:34][cH:33][cH:32][cH:38][cH:37]3)[cH:13][cH:14][c:15]([Cl:16])[cH:17]2)[c:18]1-[c:19]1[cH:20][cH:21][c:22]([CH2:23][N:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)[cH:30][cH:31]1>C(Cl)Cl.ClB(Cl)Cl>[CH2:1]([CH3:2])[NH:3][C:4](=[O:5])[c:6]1[n:7][o:8][c:9](-[c:10]2[c:11]([OH:12])[cH:13][cH:14][c:15]([Cl:16])[cH:17]2)[c:18]1-[c:19]1[cH:20][cH:21][c:22]([CH2:23][N:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)[cH:30][cH:31]1.[cH:32]1[cH:33][cH:34][c:35]([CH3:36])[cH:37][cH:38]1	10	152921	23
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][NH:11][CH2:20][CH2:21]1.[c:12]1([F:22])[cH:13][cH:14][c:15]([CH:16]=[O:17])[cH:18][cH:19]1>CN(C=O)C.O.O=C([O-])[O-].[K+].[K+]>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([c:12]2[cH:13][cH:14][c:15]([CH:16]=[O:17])[cH:18][cH:19]2)[CH2:20][CH2:21]1.[FH:22]	11	334584	26
[N:1]1([c:2]2[c:3]([NH2:4])[n:5][c:6]([NH2:7])[n:8][c:9]2[CH2:10][CH2:11][CH3:12])[CH2:13][CH2:14][NH:15][CH2:24][CH2:25]1.[c:16]1([F:26])[cH:17][cH:18][c:19]([C:20]#[N:21])[cH:22][cH:23]1>CS(C)=O.O=C([O-])[O-].[Na+].[Na+]>[FH:26].[N:1]1([c:2]2[c:3]([NH2:4])[n:5][c:6]([NH2:7])[n:8][c:9]2[CH2:10][CH2:11][CH3:12])[CH2:13][CH2:14][N:15]([c:16]2[cH:17][cH:18][c:19]([C:20]#[N:21])[cH:22][cH:23]2)[CH2:24][CH2:25]1	11	313372	26
[NH:1]1[CH2:12][CH2:13][O:14][CH2:15][CH2:16]1.[c:2]1([F:17])[c:3]([F:4])[cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10][cH:11]1>CN(C=O)C.O>[FH:17].[N:1]1([c:2]2[c:3]([F:4])[cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10][cH:11]2)[CH2:12][CH2:13][O:14][CH2:15][CH2:16]1	11	37543	26
